number,title,state,labels,createdAt,closedAt,body_excerpt
2186,Token counting returns not_found_error on unsupported platform,OPEN,,2026-05-04T14:16:39Z,,"## 问题描述  通过 Sub2API 调用时，请求返回如下错误：  ```json {   ""error"": {     ""message"": ""Token counting is not supported for this platform"",     ""type"": ""not_found_error""   },   ""type"": ""error"" } ```  看起来是当前请求链路中启用了 `token-counting-2024-11-01` 相关能力，但目标 platform/backend 不支持 token counting，最终返回了 `not_found_error`。  ## 复现情况  目前观察到的响应为上述 JSON 错误。建议检查以下场景是否会触发：  1. Sub2API 自动添加或转发了 `anthropic-beta: token-counting-2024-11-01` 2. 当前配置的 platform/provider 不支持 token counting 3. 客户端请求中没有显式使用 token counting，但 Sub2API 在构造 "
2185,怎么抹去 Claude Code 的指纹信息呢,OPEN,,2026-05-04T08:38:02Z,,我只要在自己的电脑上登录 Claude Code，就会被封号。然后我使用 sub2api 转了一层并且打开了“TLS 指纹模拟”，但还是会被封号。  请问如何隐藏自己实际的设备信息？VPN 应该是没问题的
2182,更新了v0.1.122。所有账号都消失不见了。,OPEN,,2026-05-04T07:08:32Z,,重启过后。原来的数据信息全没有了。  2026年5月4日17:01:18。 我回退到上一个版本后， 一个小时候数据又有了。 其它设置没有修改。  可以关了这个问题。
2181,账号“测试连接”未应用 Beta 策略，导致测试结果与真实网关请求行为不一致,OPEN,,2026-05-04T05:07:57Z,,### 问题描述  后台「账号管理」里的「测试连接」似乎没有应用「设置」页中的 Beta 策略，导致测试连接结果与真实网关请求行为不一致。  例如在网关真实请求中可以通过 Beta 策略控制 `context-1m-2025-08-07`、`fast-mode-2026-02-01` 等 beta token 的 pass/filter/block 行为；但账号测试连接看起来会使用固定的 `anthropic-beta` header，未经过网关的 Beta 策略判断。  ### 当前观察  从代码看：  - 前端测试连接接口：`POST /api/v1/admin/accounts/:id/test` - 后端 handler：`backend/internal/handler/admin/account_handler.go` 的 `Test` - 实际实现：`backend/internal/service/account_test_service.go` 的 `AccountTestService.TestAccountConnection` - Anthropic 账号测试连
2179,linux 在说sub2api有计费漏洞。,OPEN,,2026-05-04T03:59:46Z,,"https://linux.do/t/topic/2105907/15  https://linux.do/t/topic/2102100  <img width=""944"" height=""423"" alt=""Image"" src=""https://github.com/user-attachments/assets/a7483b27-1ed1-4f25-85c8-cb70869b959a"" />  "
2178,刷新令牌功能反馈,OPEN,,2026-05-04T03:37:34Z,,"能免重授权，但是free标识貌似没有更新<img width=""1412"" height=""98"" alt=""Image"" src=""https://github.com/user-attachments/assets/c4917b8a-c93b-4d5a-98f7-d9b498b6fe55"" />"
2177,gpt号池用cc调缓存命中率极低,CLOSED,,2026-05-04T03:02:31Z,2026-05-07T05:57:05Z,gpt号池用cc调缓存命中率极低，但是codex就正常命中，找人问了原因大概如下： - gpt有个参数是prompt_cache_key，如果cc的/v1/message到/v1/responses时没传对这个值就没法命中  请问开发者是否考虑修复此问题？或者已经支持了烦请告知配置入口。 谢谢
2175,【Bug】gpt-image-2    bug（需要支持Veo3、SeeDance2）,OPEN,,2026-05-03T17:17:24Z,,"前几天正常，目测这个bug应该是OpenAI改了接口参数。  另外，需要支持Veo3、SeeDance2。  <img width=""957"" height=""1092"" alt=""Image"" src=""https://github.com/user-attachments/assets/7bec53e4-d98b-4998-94e4-54feb1fc18bd"" />"
2174,是不是没有路由策略呀？,OPEN,,2026-05-03T16:42:59Z,,我想给每个分组下的账号配置路由策略，比如轮询。
2173,希望添加关键词功能,OPEN,,2026-05-03T16:12:43Z,,希望添加关键词功能，对制定的关键词进行拦截
2172,希望添加一个key支持多分组的功能，希望支付网关可以按照不同的支付方式选择不同的手续费,OPEN,,2026-05-03T16:11:31Z,,希望添加一个key支持多分组的功能，这样有多套餐多分组的话就不用去切key了，希望支付网关可以按照不同的支付方式选择不同的手续费，这样不同的渠道可以设置不同的手续费，比如支付宝的和海外收款的就能一起使用
2171,请求报错,OPEN,,2026-05-03T15:05:20Z,,"自己搭建中转，然后对接其他中转api，在cc switch中能正常调通，但是在Codex就报stream disconnected before completion: stream closed before response.completed错误 <img width=""578"" height=""225"" alt=""Image"" src=""https://github.com/user-attachments/assets/4cdd4f10-de10-418c-8c64-de906903fe94"" />"
2168,[Bug] 计费漏洞，提前断流的请求不会被计为使用,OPEN,,2026-05-03T06:02:57Z,,来自 Linux.do 的帖子 https://linux.do/t/topic/2102100  我在 **2026-05-03** 测试 `https://[已脱敏]` 时发现一个计费漏洞：  **受影响接口：**  *   `POST /v1/chat/completions` *   `POST /v1/messages`  **问题现象：** 当请求使用 `stream=true` 时，客户端如果在已经收到大量内容后、服务端返回最终结束事件（如 `[DONE]`）之前主动断开连接，后台 `usage` 可能不会增加，表现为：  *   `delta_requests = 0` *   `delta_input_tokens = 0` *   `delta_output_tokens = 0` *   `delta_cost = 0.0`  **我已实际验证到：**  *   获取约 **520** 字内容时可 **0** 计费 *   获取约 **3000** 字内容时也可 **0** 计费  也就是说，攻击者可以通过“先拿到内容，再提前断流”的方式绕过计费，造成平台真实资源
2167,sub2api疑似有漏掉使用记录的情况,OPEN,,2026-05-02T17:27:08Z,,"版本： 0.1.121  图1： <img width=""1963"" height=""451"" alt=""Image"" src=""https://github.com/user-attachments/assets/a7a7e151-3176-436b-8d56-3d309ac6a0ce"" />  图2： <img width=""1567"" height=""351"" alt=""Image"" src=""https://github.com/user-attachments/assets/1832dcca-b2ec-4dd1-9476-cf2eae87a0a8"" />   连接方式：sub2api作为new-api的上游渠道  可以看到 2026-05-03 01:13:57 附近的这条记录被 sub2api 漏掉了，且在这附近几秒 sub2api 有个报错"
2166,新开了flow2api研究项目，包含了sora2和seedance2.0，欢迎一起交流,OPEN,,2026-05-02T17:00:04Z,,https://github.com/lakysir/fpbrowser2api
2164,This version of Antigravity is no longer supported. Please upgrade to receive the latest features.,OPEN,,2026-05-02T14:02:07Z,,antigravity 账号设置中，添加了家庭成员后，调用模型报一下错误。  This version of Antigravity is no longer supported. Please upgrade to receive the latest features. 
2162,部分失败请求，没有合理展示,OPEN,,2026-05-02T10:10:32Z,,"sub2api版本：v0.1.119  在某些时间段，OpenAI上游会经常出现如下报错： ``` An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists.  Please include the request ID xxxxxx in your message. ```  但sub2api没有显示错误统计，只会在log中打印 Warning。  预期的效果： 1. 在“运维监控”页面，在请求错误、上游错误部分，将上述报错纳入统计 2. 在“使用记录”页面，报错的请求也要显示，并显示错误状态（据观察当前使用记录页面只记录成功的请求）"
2161,【需求】针对apikey级别统计看板,OPEN,,2026-05-02T09:39:52Z,,1. 我们内部就一个admin账号，给其他人都是开通的apikey是从crs迁移过来的，现在想统计每个apikey的使用情况，目前没有这个看板，能不能在仪表板那里添加一下？目前我们是自己写脚本统计的比较麻烦。
2160,4.27配置，5.1被封。只坚持了四天。,OPEN,,2026-05-02T09:19:01Z,,目前使用这个项目，配置是照着readme配置来的，但是四天就被封了。五个朋友一起使用，四天不到用了大概600美元的量。  有大佬遇到类似的情况吗？
2159,Bug: 禁用的代理仍被用于请求转发 & 代理认证信息静默丢失,OPEN,,2026-05-02T06:59:45Z,,"## 问题描述  在检查代理（Proxy）功能的代码时，发现两个缺陷，影响所有平台（OpenAI / Anthropic / Gemini）的请求转发。  ---  ### 缺陷 1（高优先级）：禁用的代理仍被用于请求转发  **现象**：当管理员将某个代理的状态设为禁用（`disabled`）后，该代理仍会被用于上游请求的转发，导致请求可能通过不可用或错误的代理发出。  **根因**：  `Proxy.IsActive()` 方法已定义但从未被调用：  ```go // internal/service/proxy.go:23-25 func (p *Proxy) IsActive() bool {     return p.Status == StatusActive } ```  `loadProxies` 查询时没有过滤状态：  ```go // internal/repository/account_repo.go:1621 proxies, err := r.client.Proxy.Query().Where(dbproxy.IDIn(proxyIDs...)).All("
2156,配置Anyrouter的claude4.7问题,CLOSED,,2026-05-02T02:44:10Z,2026-05-03T05:24:17Z,"<img width=""521"" height=""582"" alt=""Image"" src=""https://github.com/user-attachments/assets/4dfd765c-2f33-435f-9e99-c99c57a9d8de"" /> --- 场景： 1.在sub2api上配置anyrouter的claude4.7，在用ccs配置sub2api的对应接口，在sub2api上测试就报1m的错误； 2.在ccs上配置了模型的1m调用sub2api，也同样报错 --- 有没有大佬成功配置过，怎么解决这个问题； 至于为啥要这么转，主要是不想在ccs上来回切换，用的时候只要在终端切换模型就好了，还能统计每天使用了多少token； --- 求助： 有成功配置的大佬，求解决方案"
2154,后台已打开邀请返利开关，注册界面不显示邀请码输入框,OPEN,,2026-05-01T16:15:46Z,,后台已打开邀请返利开关，注册界面不显示邀请码输入框，而且默认显示的是优惠码输入框，然后闪现一下就消失了。
2153,claude 授权失败,CLOSED,,2026-05-01T14:56:17Z,2026-05-01T16:20:57Z,账号授权一直不通过 
2152,gpt-5.5压缩失败,OPEN,,2026-05-01T13:28:47Z,,"sub2api的容器日志 2026-05-01T21:20:29.749+0800    WARN    handler/openai_gateway_handler.go:377   openai.forward_failed   {""service"": ""sub2api"", ""env"": ""production"", ""component"": ""http"", ""request_id"": ""5a33bf9f-569c-4a09-8c9a-044555a6eecf"", ""client_request_id"": """", ""path"": ""/responses/compact"", ""method"": ""POST"", ""client_request_id"": ""8722016d-01f2-4e41-bd4f-d8c319d5e01f"", ""component"": ""handler.openai_gateway.responses"", ""user_id"": 1, ""api_key_id"": 12, ""group_id"": 13, ""model"": ""gpt-5.5"", ""stream"": fal"
2151,"希望作者可以加一个模型列表,可以一键复制模型id的,模型映射的模型可以联想提示,而不是输入",OPEN,,2026-05-01T08:17:15Z,,
2150,使用本地搭建的llama.cpp对接报错,OPEN,,2026-05-01T07:50:12Z,,"太难了，使用openapi协议对接本地llama.cpp，然后穿透出去对接别的openclaw一直在报警嗨～你好呀！✨ 我是小甜 😸 有什么可以帮你的吗？ 你 ❌ Non-retryable error (HTTP 400): HTTP 400: Cannot determine type of 'item' ❌ 不可重试错误 (HTTP 400)：HTTP 400：无法确定 'item' 的类型 翻译反馈  回复 疯狂的富贵儿:  你 ⚠️ Error code: 400 - {'error': {'message': ""Cannot determine type of 'item'"", 'type': 'invalid_request_error'}} ⚠️ 错误代码：400 - {'error': {'message': ""无法确定 'item' 的类型"", 'type': 'invalid_request_error'}} 翻译反馈  ⚠️ Non-retryable error (HTTP 400) — trying fallback... ⚠️ 不可重试错误 (HTTP 4"
2149,Anthropic 格式 BASE URL 在添加监控的时候，限制路径会导致一些厂商无法请求,OPEN,,2026-05-01T07:44:32Z,,这是deepseek的Anthropic 格式的地址https://api.deepseek.com/anthropic。 但是在添加监控的时候，监控填写的地址强制不允许有/anthropic 会导致没法对Anthropic 格式的deepseek进行监控
2147,OpenAI OAuth 路径未正确处理 Responses `input_text` 形式的 system message,OPEN,,2026-05-01T02:34:49Z,,"# OpenAI OAuth 路径未正确处理 Responses `input_text` 形式的 system message  ## 背景  版本：`v0.1.121`  使用 OpenAI OAuth 账号时，sub2api 会把请求转发到 ChatGPT internal Codex endpoint：  ``` https://chatgpt.com/backend-api/codex/responses ```  这个上游不接受 `input` 数组中的 `role:""system""` message。实际请求中如果保留 system message，上游会返回类似错误：  ```json {   ""detail"": ""System messages are not allowed"" } ```  ## 复现请求形状  Zed 走 OpenAI Compatible Responses API 时，会发送类似下面的 body：  ```json {   ""model"": ""gpt-5.5"",   ""stream"": true,   ""input"": [     {     "
2146,[Feature] 希望增加资源包相关功能（独立额度包）,OPEN,,2026-05-01T01:52:26Z,,# [Feature] 增加资源包相关功能（独立额度包）  **背景：** 当前系统已有余额充值、订阅限额、API Key quota 和兑换码能力，但缺少“通过订单支付或兑换码兑换发放独立额度且不计入余额”的资源包商品能力。  **需求：** 新增资源包（Quota Package）功能，用户可在前台查看资源包列表并通过**订单支付购买**，也可通过**兑换码兑换**获得资源包；资源包到账后发放一份独立可消费额度而非充值到 `user.balance`。资源包支持有效期、适用范围、消耗优先级等配置，用户可查看自己的资源包剩余额度、有效期和状态；后台需支持资源包商品管理、订单查询、兑换码关联发放、用户资源包实例查询，以及支付成功或兑换成功但发放失败场景的补发重试。  **关键业务规则：** - 资源包可通过**订单支付**或**兑换码兑换**两种方式发放，发放后不增加 `user.balance` - 调用时优先消耗已生效且未过期的资源包额度 - 多个资源包同时可用时，优先消耗最早过期的 - 资源包不足时，支持配置为“继续扣余额”或“直接拒绝” - 同一支付订单或同一兑换码只能成功发放
2145,关于Cyber Abuse的问题,OPEN,,2026-04-30T15:55:59Z,,最近openai加强了逆向类的风控，邮件经常收到Cyber Abuse的警告，甚至封号。对于中转来说，很难控制分发出去的api的使用，是否考虑加入相关的提示词过滤功能，减少这类逆向等行为的影响呢
2142,seedance2.0研究项目，欢迎一起交流 #93,OPEN,,2026-04-30T12:58:14Z,,https://github.com/lakysir/fpbrowser2api
2141,感谢大神，按照你的方法配置了，但是claude code li 请求以后报错400了,OPEN,,2026-04-30T09:48:46Z,,"> <img width=""526"" height=""646"" alt=""Image"" src=""https://github.com/user-attachments/assets/2a8c557d-ab70-4001-9f83-2ef8f64cb157"" /> > 添加anthropic平台和baseurl    _Originally posted by @gudvi666 in [#2099](https://github.com/Wei-Shaw/sub2api/issues/2099#issuecomment-4346721739)_ 配置好，测试如图：  <img width=""915"" height=""531"" alt=""Image"" src=""https://github.com/user-attachments/assets/91b81d0e-36a1-4b5c-83ed-34706db33d0e"" />"
2140,压缩问题什么时候可以彻底解决呢？经常压缩失败,OPEN,,2026-04-30T09:36:07Z,,想用5.5，但是它窗口就那么大，于是经常压缩，可是最近一直都是随缘成功的，大多数都是失败
2139,ctx_pool模式有问题,OPEN,,2026-04-30T09:07:06Z,, - Codex 走 WS 做 tool call   - sub2api 在 ctx_pool 下复用/恢复上游连接   - 一旦上游 ping/pong 异常，它会触发：     drop_previous_response_id_retry   - 这一步把原来那轮对话的 previous_response_id 丢了   - 后面 Codex 再回传 function_call_output 时，上游就找不到对应的 call_id   - 最终报错：     No tool call found for function call output with call_id ...
2135,image-2转发有问题,OPEN,,2026-04-30T07:05:25Z,,"日志报错 [OpenAI] Normalized /responses image-only model request inbound_model=gpt-image-2 image_model=gpt-image-2 upstream_model=gpt-5.4-mini [OpenAI] /responses image_generation request inbound_model=gpt-image-2 mapped_model=gpt-5.4-mini account_type=oauth  2026-04-30T14:55:44.780+0800	ERROR	service/openai_gateway_service.go:3785	OpenAI upstream error 400 (account=23 platform=openai type=oauth): {\n ""error"": {\n ""message"": ""Tool choice 'image_generation' not found in 'tools' parameter."",\n ""type"":"
2133,Follow-up to #1957: HTTP /v1/responses still rejects previous_response_id on 0.1.120,OPEN,,2026-04-30T06:32:19Z,,"Follow-up to #1957.  Hi, thanks again for the earlier fix.  From my local testing on sub2api 0.1.120, it looks like the reasoning / `rs_*` replay side of #1957 may be improved, but HTTP `POST /v1/responses` still rejects `previous_response_id`.  Observed error:  `400 previous_response_id is only supported on Responses WebSocket v2`  The server log also reports:  `reason: previous_response_id_requires_wsv2`  From testing, enabling the account-level Responses WebSocket v2 flags for an OpenAI OAuth"
2127,BUG：透传的模型id缺失，plus账号只有三个可用模型id,OPEN,,2026-04-30T05:07:48Z,,"<img width=""217"" height=""178"" alt=""Image"" src=""https://github.com/user-attachments/assets/31863fd6-0c33-4d4f-9adc-e12ef6793f7e"" />"
2123,。,CLOSED,,2026-04-30T03:23:01Z,2026-04-30T05:30:20Z,
2121,[Feature] /v1/messages 流式请求等待上游响应头期间增加 SSE keepalive,OPEN,,2026-04-30T03:21:52Z,,"## 现象  `/v1/messages` 流式请求,Anthropic Opus + extended thinking + 长输出时,sub2api 等上游 response header 经常 60-120s+。这段时间没给客户端写任何字节,中间挂 Cloudflare(免费版 100s)会被 524。  ## 当前实现  `StreamKeepaliveInterval`(默认 10s)配置在,但实现在 `gateway_service.go:6906 handleStreamingResponse`,入参 `resp *http.Response` 已经是上游响应。所以 keepalive **只在收到 response header 之后才启动**,等 header 阶段没保护。  `antigravity_gateway_service.go:3110 / 3957 / 4393` 同样模式。  ## 期望  `StreamKeepaliveInterval > 0` 时,收到客户端请求后**立即**:  1. 给 client 写 SSE 响应头 + 一个 `event"
2114,codex 的测试不通过 中转代理是在新加坡 提示一直网络错误,CLOSED,,2026-04-29T19:31:21Z,2026-04-30T10:17:27Z,
2113,奇葩问题，排查了一天都没有找到哪里设置有问题。错误码400：Instructions are required,OPEN,,2026-04-29T17:26:25Z,,"只要改动分组或者账号管理，之前的appkey就用不了了。然后报错400：Instructions are required 有时候是聊天聊着聊着就这样了。  <img width=""1060"" height=""1165"" alt=""Image"" src=""https://github.com/user-attachments/assets/7c892625-fd2d-44bf-b477-291dc8c20b67"" />  <!-- Failed to upload ""image.png"" -->  <img width=""1049"" height=""1056"" alt=""Image"" src=""https://github.com/user-attachments/assets/96caa045-d33e-4dab-a1dc-cdaca8186750"" />"
2112,.,CLOSED,,2026-04-29T17:26:09Z,2026-04-29T18:34:53Z,。
2111,/v1/images/generations路由Tool choice 'image_generation' not found in 'tools' parameter.,OPEN,,2026-04-29T17:04:14Z,,"In v0.1.120, /v1/images/generations with model gpt-image-2 fails.  Request: POST /v1/images/generations {   ""model"": ""gpt-image-2"",   ""prompt"": ""cat"",   ""size"": ""1024x1024"",   ""quality"": ""low"" }  Sub2API log: handler/openai_images.go:240 openai.images.forward_failed upstream error: 400 message=Tool choice 'image_generation' not found in 'tools' parameter.  It looks like the gateway sets tool_choice=image_generation but does not include tools=[{""type"":""image_generation""}] when forwarding the requ"
2110,能否支持chatgpt文字转语音功能,OPEN,,2026-04-29T16:39:59Z,,我试了下不行，会报404
2109,count_tokens upstream error 400 (account=1 platform=anthropic type=oauth),OPEN,,2026-04-29T16:20:36Z,,"上游: claude code pro 下游: claude 桌面编辑器 出错日志: ``` 2026-04-29T01:24:01.482+0800    ERROR   service/gateway_service.go:8532 count_tokens upstream error 400 (account=1 platform=anthropic type=oauth): {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""temperature: Extra inputs are not permitted""},""request_id"":""req_011CaWZJqfHTE4rEn8U9hnTb""}        {""service"": ""sub2api"", ""env"": ""production"", ""component"": ""service.gateway"", ""legacy_printf"": true} github.com/Wei-Shaw/sub2api/internal/servi"
2108,数据备份 oom,OPEN,,2026-04-29T15:48:23Z,, 当前内存 3.8GB，sub2api 备份时要 pg_dump 整个数据库（7.4GB），其中 ops_error_logs 就有 6GB、ops_system_logs   1GB。把这么大的数据流式上传 R2，内存撑不住，被系统 OOM Killer SIGKILL 了，所以 exitCode=137。    sub2api 的内置备份不支持排除表，所以这个功能目前对你来说是不可用的 —— 你的日志表太大了。
2107,Bug: 渠道定价配置了区间定价后，默认价格(flat)不生效，导致费用为 0,OPEN,,2026-04-29T15:47:22Z,,"# 问题  在渠道定价中为模型同时配置了「默认价格」和「上下文区间定价」后，当请求的 context tokens 落在区间范围之外时，费用显示为 0，而非回退到默认价格。  # 复现  在渠道定价中为模型（如 mimo-v2.5）配置：   - 默认价格：输入 0.4/MTok，输出 2/MTok，缓存读取 0.08/MTok   - 区间定价：(256000, ∞) 输入 0.8/MTok，输出 4/MTok，缓存读取 0.16/MTok   - 使用 API Key 发送一个 context tokens < 256000 的请求   - 查看使用日志，费用为 0  <img width=""2210"" height=""761"" alt=""Image"" src=""https://github.com/user-attachments/assets/70681804-ae81-434d-8916-02f922ff54a8"" />  # 期望行为 当请求的 context tokens 未命中任何区间时，应回退到用户配置的默认价格进行计费。  # 实际行为 费用为 0，因为默认价格被完"
2106,生成兑换码 有效天数 能否不限制365天？,OPEN,,2026-04-29T15:45:17Z,,由于可能生成的类型是订阅，设置的是永久订阅，可不局限时间为365天
2104,BUG:  429 Too Many Requests,CLOSED,,2026-04-29T13:56:55Z,2026-04-29T16:43:09Z,"<img width=""1336"" height=""437"" alt=""Image"" src=""https://github.com/user-attachments/assets/3a3e15ef-9a86-4e9c-9603-4b60989207ad"" />  <img width=""1359"" height=""282"" alt=""Image"" src=""https://github.com/user-attachments/assets/8765ef42-5ad9-4fb2-8591-3c8951f08203"" /> 很奇怪突然遇到这个问题了,gpt账号在CPA中是正常使用的"
2103,希望 适配  深色/浅色模式 自动跟随 系统,OPEN,,2026-04-29T10:51:40Z,,
2099,平台太少，可以支持deepseek、质谱、通义千问、豆包、华为盘古大模型等主流国产模型吗？,OPEN,,2026-04-29T09:36:10Z,,"<img width=""1437"" height=""1188"" alt=""Image"" src=""https://github.com/user-attachments/assets/bc6602d7-ed81-45ac-89df-39c4b48b7791"" />"
2098,bug: Codex CLI edit/resend can break WS tool continuation with 'No tool output found for function call',CLOSED,,2026-04-29T09:21:37Z,2026-04-29T13:14:57Z,"## Summary  On `v0.1.119`, Codex CLI WebSocket sessions can enter a broken reconnect loop after leaving the terminal view and resending from edit mode.  Observed client flow:  1. Send a message in Codex CLI against a sub2api OAuth `/responses` endpoint. 2. Press `Esc` to leave the terminal view. 3. Press `Esc` twice to enter edit mode. 4. Resend the edited prompt. 5. The request fails with:    - `No tool output found for function call call_*`    - then repeated `Reconnecting...`  This is distinc"
2097,微信支付中，能否增加平台证书的验签方式,OPEN,,2026-04-29T08:29:19Z,,微信支付商户申请的是平台证书的验签方式，sub2api支付配置中无法提供支付公钥的信息，能否增加对于平台证书方式的配置信息和验签逻辑，谢谢
2095,下个版本什么时候发版？,CLOSED,,2026-04-29T08:12:24Z,2026-04-29T15:42:50Z,
2094,"claude code加上""CLAUDE_CODE_ATTRIBUTION_HEADER"": ""false""可以提高缓存命中率，不知道可以在sub2api中覆盖请求实现吗",OPEN,,2026-04-29T08:04:12Z,,"claude code加上""CLAUDE_CODE_ATTRIBUTION_HEADER"": ""false""可以提高缓存命中率，不知道可以在sub2api中覆盖请求实现吗"
2093,gpt-5.5 为什么在codex或者codex app上显示5.4模型,OPEN,,2026-04-29T07:50:16Z,,选了gpt-5.5 模型，为什么在codex或者codex app选了5.5模型，跟他提问是什么模型，他回答是5.4模型
2092,请求一下大神，claude code max 用sub2api 在国外服务器跑，容易封号吗？,OPEN,,2026-04-29T07:20:14Z,,请求一下大神，claude code max 用sub2api 在国外服务器跑，容易封号吗？
2091,请求一下大神，claude code max 用sub2api 在国外服务器跑，容易封号吗？,OPEN,,2026-04-29T07:17:20Z,,请求一下大神，claude code max 用sub2api 在国外服务器跑，容易封号吗？
2088,重置额度建议,OPEN,,2026-04-29T06:15:37Z,,希望重置套餐额度可以选择重置当天的额度，而不是一起重置
